country,year,status,life_expectancy,adult_mortality,infant_deaths,alcohol,hepatitis_b,under_five_deaths,polio,total_expenditure,diphtheria,hiv_aids,gdp,population,thinness_1_19_years,thinness_5_9_years,income_composition_of_resources,schooling
iraq,2011,developing,77.0,144.0,32,0.17,77.0,39,8.0,3.32,79.0,0.1,5854.614497,3172753.0,5.3,5.1,0.649,10.4
bhutan,2007,developing,66.5,238.0,1,0.16,95.0,1,93.0,5.88,95.0,0.3,1741.142552,686958.0,17.3,18.1,0.5884,10.1
cyprus,2010,developed,79.5,59.0,0,11.32,96.0,0,99.0,7.23,99.0,0.1,3818.46396,111267.0,0.9,1.0,0.853,14.6
thailand,2003,developing,71.7,189.0,15,6.14,96.0,18,98.0,3.58,98.0,0.6,2358.93629,64554952.0,9.1,9.3,0.666,11.8
ecuador,2009,developing,75.1,137.0,7,3.87,91.0,8,91.0,5.58,94.0,0.1,4255.56571,14691275.0,1.3,1.2,0.702,13.1
mongolia,2014,developing,68.4,225.0,1,0.01,99.0,1,99.0,4.73,99.0,0.1,4181.583321,2923896.0,2.2,2.3,0.729,14.8
armenia,2013,developing,74.4,123.0,1,3.79,95.0,1,96.0,4.55,95.0,0.1,3843.591213,289359.0,2.1,2.1,0.736,12.7
malta,2010,developed,83.0,62.0,0,7.91,75.0,0,76.0,8.3,76.0,0.1,2187.79469,41458.0,0.8,0.7,0.819,14.6
portugal,2004,developed,78.0,99.0,0,13.45,94.0,1,95.0,9.84,95.0,0.1,1845.5881,1483861.0,0.7,0.6,0.792,15.9
azerbaijan,2013,developing,72.2,121.0,5,2.14,93.0,6,96.0,5.54,93.0,0.1,7875.756953,941681.0,2.8,2.8,0.745,11.9
nicaragua,2008,developing,72.5,169.0,3,3.64,97.0,3,97.0,6.98,97.0,0.2,1518.85386,559456.0,1.9,1.8,0.607,11.1
armenia,2012,developing,74.4,121.0,1,3.89,95.0,1,96.0,4.48,95.0,0.1,3684.8481,2881922.0,2.0,2.1,0.732,12.7
paraguay,2000,developing,79.0,172.0,4,6.78,86.0,5,86.0,8.1,86.0,0.1,1545.626423,5327.0,2.5,2.4,0.625,11.6
portugal,2014,developed,89.0,78.0,0,9.88,98.0,0,98.0,9.5,98.0,0.1,2277.53613,14162.0,0.7,0.5,0.837,16.8
algeria,2006,developing,73.4,132.0,20,0.36,8.0,23,95.0,3.36,95.0,0.1,3464.6179,33777915.0,6.1,6.0,0.686,12.3
luxembourg,2007,developed,79.7,82.0,0,11.75,87.0,0,96.0,6.8,99.0,0.1,1618.4928,479993.0,0.9,0.9,0.877,13.5
russian federation,2002,developing,64.8,313.0,20,10.87,81.0,24,97.0,5.99,97.0,0.3,2375.5944,1453646.0,2.7,2.9,0.727,12.8
tunisia,2000,developing,72.9,112.0,4,1.21,94.0,5,97.0,5.4,97.0,0.1,2213.91488,9699197.0,6.6,6.5,0.646,12.8
malaysia,2003,developing,73.1,138.0,3,0.48,95.0,4,96.0,3.95,96.0,0.1,4463.675893,2468873.0,9.3,9.1,0.724,12.1
azerbaijan,2011,developing,71.6,125.0,5,1.98,84.0,6,91.0,5.1,87.0,0.1,7189.691229,917382.0,2.8,2.9,0.741,11.7
belize,2002,developing,68.5,199.0,0,4.99,97.0,0,93.0,4.38,89.0,0.1,3556.561825,26226.0,3.7,3.6,0.678,11.9
tunisia,2002,developing,73.5,19.0,4,1.17,93.0,5,96.0,5.32,96.0,0.1,2346.5937,9864326.0,6.5,6.4,0.662,13.3
estonia,2013,developing,76.9,127.0,0,0.01,93.0,0,94.0,6.48,94.0,0.1,1929.7746,1317997.0,1.9,1.9,0.856,16.5
armenia,2011,developing,73.9,128.0,1,4.09,95.0,1,96.0,3.71,95.0,0.1,3526.978143,2875581.0,2.0,2.1,0.729,12.7
jordan,2002,developing,72.1,129.0,4,0.54,95.0,4,95.0,9.68,95.0,0.1,1812.288374,5287488.0,3.9,3.9,0.712,13.0
mongolia,2011,developing,67.3,235.0,1,0.01,99.0,2,99.0,4.45,99.0,0.1,3769.595255,2761516.0,2.2,2.3,0.701,14.6
tunisia,2001,developing,73.2,11.0,4,1.19,94.0,5,98.0,5.29,98.0,0.1,2254.933126,978571.0,6.5,6.4,0.654,13.1
turkey,2001,developing,78.0,14.0,41,1.49,77.0,50,88.0,5.16,88.0,0.1,3119.63716,64191474.0,5.2,5.1,0.653,11.1
indonesia,2012,developing,68.5,183.0,129,0.08,83.0,154,84.0,2.9,83.0,0.3,3687.953996,248883232.0,1.5,1.4,0.669,12.6
mongolia,2012,developing,67.8,231.0,1,0.01,99.0,2,99.0,4.22,99.0,0.1,4368.82248,2814226.0,2.2,2.3,0.712,14.7
fiji,2003,developing,68.0,22.0,0,1.76,99.0,0,95.0,3.35,94.0,0.1,2835.973972,816628.0,4.2,3.9,0.689,13.3
latvia,2008,developed,71.9,199.0,0,11.84,93.0,0,94.0,6.63,94.0,0.1,16348.53121,2177322.0,2.3,2.4,0.819,16.3
nicaragua,2007,developing,72.5,173.0,3,3.83,93.0,4,93.0,6.91,93.0,0.2,1344.31871,552216.0,2.0,1.9,0.601,11.0
belize,2001,developing,68.2,21.0,0,4.9,96.0,0,96.0,4.5,96.0,0.4,3419.275719,254984.0,3.7,3.7,0.677,11.8
israel,2005,developing,80.0,71.0,1,2.41,96.0,1,95.0,7.44,93.0,0.1,2611.17931,6931.0,1.1,1.1,0.866,15.8
botswana,2000,developing,47.8,647.0,2,5.37,86.0,4,97.0,4.64,97.0,38.8,3349.68823,172834.0,12.3,12.2,0.559,11.7
poland,2011,developed,76.7,128.0,2,10.93,98.0,2,96.0,6.7,99.0,0.1,13893.18768,3863255.0,2.0,2.2,0.829,15.4
jordan,2001,developing,71.9,131.0,4,0.55,97.0,4,97.0,9.9,99.0,0.1,1728.2659,5193482.0,4.0,3.9,0.706,12.7
solomon islands,2012,developing,68.7,184.0,0,0.01,99.0,0,99.0,5.48,99.0,0.1,1858.689868,551531.0,1.2,1.2,0.505,9.4
azerbaijan,2010,developing,71.1,13.0,5,1.98,8.0,6,85.0,5.33,81.0,0.1,5842.85784,954332.0,2.8,2.9,0.737,11.7
armenia,2006,developing,72.9,141.0,1,4.01,78.0,1,87.0,4.58,87.0,0.1,2158.299,29585.0,2.0,2.1,0.692,11.2
solomon islands,2009,developing,68.1,192.0,0,1.21,92.0,0,98.0,7.92,92.0,0.1,1158.282672,51679.0,1.2,1.2,0.494,9.3
estonia,2006,developing,73.0,188.0,0,16.58,95.0,0,95.0,5.1,95.0,0.1,12595.4165,134681.0,2.1,2.2,0.822,16.1
bhutan,2010,developing,67.9,228.0,1,0.28,91.0,1,92.0,5.17,91.0,0.5,2178.921383,727641.0,16.6,17.3,0.5884,11.4
poland,2014,developed,77.3,12.0,2,10.71,96.0,2,94.0,6.35,98.0,0.1,14341.675,3811735.0,1.9,2.1,0.85,16.4
mongolia,2013,developing,68.1,227.0,1,0.01,98.0,1,98.0,4.21,98.0,0.1,4385.379355,286917.0,2.2,2.3,0.72,14.7
solomon islands,2006,developing,67.6,2.0,0,0.99,99.0,0,99.0,6.66,99.0,0.1,948.6592511,481422.0,1.3,1.3,0.47,8.4
cabo verde,2004,developing,71.4,14.0,0,4.19,91.0,0,94.0,5.6,93.0,0.8,1976.45856,467664.0,8.7,8.7,0.574,11.1
cyprus,2008,developed,79.1,62.0,0,12.01,93.0,0,97.0,6.89,97.0,0.1,3539.7488,181563.0,0.9,1.0,0.844,13.7
jamaica,2009,developing,74.7,142.0,1,3.33,9.0,1,9.0,5.16,9.0,0.6,4293.383274,28482.0,1.9,1.7,0.721,12.7
kazakhstan,2012,developing,69.1,214.0,6,6.82,95.0,7,98.0,4.32,99.0,0.1,12387.18982,16791425.0,2.4,2.5,0.774,14.7
paraguay,2001,developing,71.2,17.0,4,6.66,86.0,5,9.0,7.61,89.0,0.1,1417.26582,546624.0,2.5,2.4,0.624,11.8
honduras,2008,developing,73.2,159.0,4,3.14,92.0,5,93.0,8.4,93.0,0.6,1751.595857,7872658.0,2.3,2.3,0.597,11.1
cyprus,2009,developed,79.3,6.0,0,10.8,96.0,0,99.0,7.4,99.0,0.1,3215.8159,19876.0,0.9,1.0,0.849,14.1
poland,2012,developed,76.8,125.0,2,10.81,97.0,2,95.0,6.62,99.0,0.1,13145.1484,3863164.0,2.0,2.1,0.834,15.3
solomon islands,2011,developing,68.5,186.0,0,0.99,99.0,0,99.0,5.8,99.0,0.1,1642.837974,539614.0,1.2,1.2,0.497,9.4
jordan,2003,developing,72.3,127.0,4,0.54,97.0,4,97.0,9.15,97.0,0.1,1889.213962,5396774.0,3.9,3.9,0.717,13.2
spain,2002,developed,79.5,83.0,2,12.26,82.0,2,98.0,7.25,98.0,0.1,1719.53541,41431558.0,0.6,0.5,0.828,15.7
jordan,2000,developing,71.7,133.0,4,0.49,93.0,4,94.0,9.65,91.0,0.1,1657.889256,51313.0,4.0,4.0,0.7,12.6
sao tome and principe,2014,developing,67.3,191.0,0,0.01,95.0,0,95.0,8.35,95.0,0.2,1821.878734,191266.0,5.6,5.4,0.562,11.1
ghana,2011,developing,61.2,263.0,40,1.64,91.0,58,91.0,4.81,91.0,1.3,1574.978653,25121796.0,6.9,6.8,0.554,10.9
estonia,2008,developing,74.2,167.0,0,16.99,94.0,0,95.0,6.6,95.0,0.1,1894.5485,13379.0,2.0,2.1,0.835,16.1
russian federation,2000,developing,65.0,37.0,22,10.18,43.0,26,97.0,5.42,96.0,0.2,1771.58662,146596557.0,2.9,3.0,0.709,12.1
armenia,2010,developing,73.5,132.0,1,4.23,94.0,1,96.0,4.56,94.0,0.1,3218.381655,2877311.0,2.0,2.1,0.72,12.3
serbia,2001,developing,73.1,135.0,1,7.53,89.0,1,93.0,6.89,93.0,0.1,1634.87561,753433.0,2.8,2.8,0.709,13.1
honduras,2007,developing,73.0,16.0,5,3.16,93.0,6,94.0,7.89,94.0,0.7,1592.572182,777972.0,2.4,2.3,0.59,10.9
albania,2004,developing,73.0,17.0,1,4.54,99.0,1,98.0,6.38,97.0,0.1,2416.588235,326939.0,1.8,1.9,0.681,10.9
georgia,2014,developing,74.5,125.0,1,6.13,91.0,1,91.0,7.42,91.0,0.1,4429.6575,3727.0,2.7,2.8,0.759,13.5
poland,2010,developed,76.3,13.0,2,10.59,98.0,2,96.0,6.88,99.0,0.1,12599.52486,3842794.0,2.1,2.2,0.822,15.1
algeria,2004,developing,72.3,14.0,19,0.45,81.0,23,86.0,3.54,86.0,0.1,2598.9823,3283196.0,6.2,6.1,0.673,11.7
belize,2000,developing,68.3,196.0,0,4.79,76.0,0,91.0,3.98,91.0,0.3,3364.423711,247315.0,3.8,3.7,0.668,11.7
nicaragua,2005,developing,71.2,194.0,3,3.7,86.0,4,87.0,6.11,86.0,0.3,1175.116225,5379328.0,2.0,1.9,0.592,11.0
ukraine,2005,developing,67.0,278.0,5,7.31,97.0,6,95.0,6.41,96.0,0.9,1828.717626,471515.0,2.7,2.8,0.707,14.5
malaysia,2002,developing,72.9,14.0,4,0.49,95.0,4,94.0,3.4,94.0,0.1,4167.364387,24198811.0,9.5,9.3,0.723,12.0
philippines,2012,developing,68.1,217.0,56,5.02,88.0,71,88.0,4.46,88.0,0.1,2581.818554,96866642.0,1.0,9.7,0.666,11.6
cyprus,2013,developed,81.0,54.0,0,9.04,96.0,0,99.0,7.46,99.0,0.1,2797.96736,1143896.0,0.9,1.0,0.85,13.8
indonesia,2011,developing,68.3,185.0,134,0.08,81.0,161,81.0,2.71,81.0,0.3,3634.27685,24577511.0,1.6,1.5,0.662,12.3
jamaica,2002,developing,73.0,167.0,1,3.76,36.0,1,99.0,4.86,99.0,2.3,3596.496282,2695446.0,2.0,1.8,0.69,11.7
malaysia,2001,developing,72.7,144.0,4,0.53,95.0,5,95.0,3.4,96.0,0.1,3915.11546,2369897.0,9.7,9.4,0.725,11.9
bhutan,2014,developing,69.4,216.0,0,0.01,99.0,1,98.0,3.57,99.0,0.5,2522.7968,776448.0,15.7,16.2,0.596,12.5
cabo verde,2003,developing,71.1,144.0,0,4.16,66.0,0,93.0,5.0,92.0,0.9,1768.92132,46147.0,8.9,8.9,0.572,11.3
papua new guinea,2014,developing,62.7,278.0,10,0.01,67.0,13,64.0,4.26,73.0,0.7,2182.716565,7755785.0,1.3,1.3,0.511,10.0
samoa,2002,developing,76.0,174.0,0,3.3,86.0,0,85.0,5.1,86.0,0.1,1631.41727,176582.0,0.2,0.2,0.653,12.1
cyprus,2014,developed,83.0,53.0,0,0.01,96.0,0,99.0,7.37,99.0,0.1,2734.88382,115239.0,0.9,1.0,0.85,14.0
azerbaijan,2008,developing,73.0,141.0,6,1.18,68.0,6,85.0,4.37,81.0,0.1,5574.6382,87634.0,2.8,2.9,0.719,11.6
fiji,2002,developing,67.9,22.0,0,1.85,99.0,0,94.0,3.48,93.0,0.1,2259.55796,815691.0,4.2,3.9,0.687,13.3
honduras,2005,developing,72.5,163.0,5,3.23,97.0,6,98.0,7.81,98.0,0.9,1311.741714,737343.0,2.5,2.4,0.577,10.6
malta,2004,developed,78.7,69.0,0,6.53,85.0,0,89.0,8.46,89.0,0.1,1519.5497,41268.0,0.7,0.7,0.797,14.2
panama,2012,developing,77.2,12.0,1,6.95,85.0,1,87.0,7.25,85.0,0.1,1589.82713,3772938.0,1.9,1.9,0.765,12.8
armenia,2009,developing,73.3,137.0,1,3.96,93.0,1,94.0,4.55,93.0,0.1,2993.832531,2888584.0,2.0,2.1,0.725,11.9
sao tome and principe,2013,developing,67.1,192.0,0,0.01,97.0,0,97.0,9.76,97.0,0.2,1619.532678,18745.0,5.7,5.5,0.559,11.0
indonesia,2014,developing,68.9,179.0,119,0.09,78.0,142,8.0,2.85,78.0,0.3,3491.595887,255131116.0,1.4,1.2,0.682,12.9
israel,2000,developing,78.9,76.0,1,2.53,98.0,1,93.0,7.13,93.0,0.1,2152.1432,6289.0,1.1,1.1,0.845,15.2
samoa,2001,developing,75.0,175.0,0,3.43,89.0,0,83.0,5.16,85.0,0.1,1555.47451,175566.0,0.2,0.2,0.645,12.0
georgia,2011,developing,73.9,127.0,1,8.14,89.0,1,88.0,9.38,94.0,0.1,3725.63221,3875.0,2.6,2.8,0.742,13.3
morocco,2014,developing,74.1,96.0,18,0.43,99.0,21,99.0,5.91,99.0,0.1,3154.513484,3431882.0,6.4,6.2,0.64,12.1
philippines,2010,developing,67.9,218.0,58,4.85,77.0,74,78.0,4.37,79.0,0.1,2129.499242,93726624.0,1.0,9.7,0.662,11.4
ecuador,2008,developing,74.6,139.0,7,3.76,93.0,9,94.0,5.66,96.0,0.1,4274.95265,14447562.0,1.3,1.2,0.698,13.0
ghana,2010,developing,69.0,267.0,40,1.69,94.0,59,94.0,5.33,94.0,1.9,1312.67557,2451214.0,7.1,7.0,0.547,10.5
lesotho,2011,developing,52.3,52.0,4,2.39,96.0,6,95.0,11.79,96.0,10.5,1352.38433,264166.0,6.8,6.6,0.469,11.0
solomon islands,2004,developing,67.1,29.0,0,1.18,81.0,0,89.0,5.64,9.0,0.1,818.442619,458324.0,1.3,1.3,0.459,8.1
honduras,2003,developing,71.9,166.0,6,3.04,91.0,7,92.0,8.29,92.0,1.4,1157.3427,733821.0,2.6,2.5,0.566,10.3
georgia,2010,developing,73.8,132.0,1,7.24,95.0,1,88.0,1.5,92.0,0.1,2964.47734,3926.0,2.6,2.8,0.738,13.3
jamaica,2006,developing,74.0,15.0,1,3.63,97.0,1,99.0,4.22,95.0,1.5,4313.1682,276279.0,1.9,1.7,0.709,12.5
honduras,2006,developing,72.8,161.0,5,3.23,94.0,6,94.0,7.63,95.0,0.8,1437.628785,754146.0,2.4,2.4,0.583,10.8
jamaica,2004,developing,73.3,165.0,1,3.67,98.0,1,97.0,4.8,98.0,2.3,3719.97351,2728777.0,1.9,1.8,0.689,11.1
iraq,2008,developing,69.3,167.0,32,0.17,66.0,38,71.0,3.93,69.0,0.1,4521.3247,29111417.0,5.4,5.1,0.638,10.3
sri lanka,2010,developing,74.5,138.0,3,2.31,99.0,4,99.0,3.43,99.0,0.1,2819.511161,2119.0,15.3,15.3,0.739,13.5
philippines,2011,developing,68.0,218.0,57,4.96,87.0,72,87.0,4.29,87.0,0.1,2352.518156,9527794.0,1.0,9.7,0.669,11.5
indonesia,2010,developing,68.1,187.0,138,0.08,83.0,167,82.0,2.74,81.0,0.3,3113.48635,242524123.0,1.6,1.5,0.656,12.1
bhutan,2012,developing,68.7,223.0,0,0.01,97.0,1,97.0,3.7,97.0,0.6,2422.816,752967.0,16.1,16.7,0.581,12.3
kiribati,2007,developing,65.0,211.0,0,0.68,96.0,0,93.0,13.66,94.0,0.1,1357.632211,96311.0,0.2,0.1,0.574,11.8
morocco,2009,developing,72.3,116.0,20,0.62,98.0,23,99.0,5.67,99.0,0.1,2861.5545,31989897.0,6.4,6.2,0.596,10.5
honduras,2004,developing,72.2,165.0,5,3.02,93.0,7,94.0,7.89,94.0,1.2,1217.657961,724153.0,2.6,2.5,0.571,10.4
turkey,2013,developing,75.2,19.0,17,1.41,97.0,20,98.0,5.38,98.0,0.1,12542.93565,75787333.0,4.9,4.7,0.754,14.4
argentina,2010,developing,75.5,121.0,10,8.15,94.0,11,95.0,6.55,94.0,0.1,1276.265,41223889.0,1.0,0.9,0.802,16.8
ecuador,2002,developing,73.6,157.0,8,3.88,75.0,10,88.0,4.62,88.0,0.3,2183.966796,13726.0,1.5,1.4,0.675,12.5
brazil,2004,developing,72.0,17.0,81,6.85,96.0,93,99.0,7.7,99.0,0.1,3623.47667,184738458.0,3.2,3.2,0.695,14.0
turkmenistan,2004,developing,63.5,238.0,6,2.86,96.0,8,98.0,4.3,97.0,0.1,1453.917166,473398.0,3.4,3.4,0.6772,10.3
iraq,2009,developing,74.0,148.0,32,0.2,75.0,39,78.0,4.65,78.0,0.1,3735.144836,29894652.0,5.4,5.1,0.643,10.3
russian federation,2011,developing,69.4,242.0,14,11.04,97.0,17,97.0,6.61,97.0,0.3,14212.687,14296868.0,2.3,2.4,0.785,14.0
colombia,2011,developing,74.2,144.0,12,4.37,85.0,14,85.0,6.64,85.0,0.1,7227.73968,4646646.0,2.2,2.0,0.7,13.0
morocco,2010,developing,72.8,11.0,20,0.56,98.0,23,99.0,5.86,99.0,0.1,2834.2472,3249639.0,6.3,6.2,0.603,10.7
dominican republic,2004,developing,69.3,214.0,7,5.16,82.0,8,66.0,4.28,79.0,2.1,2421.9662,912998.0,3.6,3.5,0.666,12.5
turkey,2014,developing,75.5,17.0,16,1.45,96.0,19,96.0,5.41,96.0,0.1,12127.22522,773628.0,4.9,4.7,0.759,14.5
mongolia,2008,developing,67.4,225.0,2,4.26,96.0,2,95.0,5.58,96.0,0.1,2139.625631,2628131.0,2.2,2.3,0.673,13.4
georgia,2013,developing,74.5,128.0,1,5.91,96.0,1,94.0,7.25,93.0,0.1,4274.376857,3776.0,2.7,2.8,0.755,13.5
ukraine,2004,developing,67.4,267.0,5,6.79,98.0,6,99.0,6.61,99.0,1.0,1367.352433,474516.0,2.7,2.8,0.7,14.6
romania,2001,developed,78.0,179.0,4,9.78,98.0,5,99.0,4.36,99.0,0.1,1839.72945,2213197.0,3.8,4.2,0.708,11.7
morocco,2013,developing,73.9,97.0,18,0.45,99.0,21,99.0,5.94,99.0,0.1,3111.762887,33824769.0,6.4,6.2,0.634,12.1
turkmenistan,2003,developing,63.4,231.0,7,2.88,97.0,8,66.0,3.85,83.0,0.1,1283.885977,4655741.0,3.5,3.4,0.6772,10.3
brazil,2000,developing,75.0,183.0,111,7.26,94.0,127,99.0,7.3,98.0,0.1,3739.11936,175287587.0,3.4,3.4,0.677,14.1
kazakhstan,2011,developing,68.5,224.0,7,6.63,99.0,7,99.0,4.6,99.0,0.1,11634.42422,165566.0,2.3,2.5,0.766,14.4
russian federation,2012,developing,69.6,237.0,14,10.99,97.0,16,98.0,6.88,97.0,0.3,15154.45687,14321676.0,2.3,2.4,0.792,14.3
seychelles,2012,developing,72.7,174.0,0,0.01,99.0,0,98.0,4.8,98.0,0.1,12845.17363,8833.0,5.7,6.1,0.755,13.5
thailand,2001,developing,71.2,194.0,17,5.92,95.0,20,97.0,3.32,96.0,0.8,1893.145377,63543322.0,9.3,9.6,0.649,11.2
azerbaijan,2007,developing,73.0,14.0,6,1.02,62.0,7,81.0,5.1,79.0,0.1,3851.437869,85813.0,2.8,2.9,0.708,11.6
china,2005,developing,73.9,99.0,332,2.92,84.0,392,87.0,4.66,87.0,0.1,1753.4178,13372.0,5.0,4.4,0.634,10.6
morocco,2008,developing,71.8,123.0,21,0.51,97.0,24,99.0,5.41,99.0,0.1,2884.94776,31596855.0,6.4,6.3,0.589,10.3
vanuatu,2002,developing,69.3,176.0,0,1.24,66.0,0,67.0,3.52,7.0,0.1,1353.934819,193956.0,1.7,1.6,0.588,10.2
latvia,2007,developed,78.0,221.0,0,12.12,91.0,0,94.0,7.1,94.0,0.1,1444.1589,22325.0,2.4,2.4,0.814,16.2
kenya,2014,developing,62.9,255.0,56,0.01,92.0,79,93.0,5.72,92.0,2.9,1335.6458,462425.0,7.8,7.7,0.546,11.1
guyana,2006,developing,65.2,24.0,1,7.04,93.0,1,92.0,4.67,93.0,1.1,1945.6395,74961.0,5.7,5.5,0.622,11.7
bhutan,2006,developing,65.8,245.0,1,0.29,95.0,1,96.0,5.27,95.0,0.3,1335.45696,672228.0,17.5,18.3,0.5884,9.6
mexico,2014,developing,76.6,122.0,31,5.26,84.0,36,87.0,6.3,87.0,0.1,1452.27766,1242216.0,1.6,1.5,0.754,13.1
lesotho,2012,developing,52.2,513.0,4,0.01,95.0,6,93.0,11.14,95.0,9.0,1281.516,289928.0,6.4,6.2,0.479,11.0
kiribati,2008,developing,65.1,21.0,0,0.46,83.0,0,74.0,12.23,82.0,0.1,1413.3234,9844.0,0.2,0.1,0.572,11.6
portugal,2000,developed,76.6,11.0,1,11.89,58.0,1,96.0,9.14,96.0,0.1,1152.39681,1289898.0,0.8,0.6,0.777,15.5
trinidad and tobago,2013,developing,71.0,172.0,0,6.71,92.0,0,94.0,5.98,92.0,0.3,1967.83283,1348248.0,5.8,6.0,0.773,12.7
kenya,2013,developing,62.6,258.0,58,1.84,93.0,81,94.0,5.57,87.0,3.0,1229.114798,44826849.0,7.9,7.7,0.541,11.1
bosnia and herzegovina,2000,developing,74.6,116.0,0,3.64,36.0,0,87.0,7.9,85.0,0.1,1461.7552,376676.0,3.3,3.2,0.7206,13.04
vanuatu,2001,developing,69.1,179.0,0,0.91,68.0,0,67.0,3.37,7.0,0.1,1362.61731,18929.0,1.7,1.6,0.588,10.1
russian federation,2010,developing,68.4,256.0,15,11.05,97.0,17,98.0,6.83,97.0,0.2,1674.98771,142849449.0,2.3,2.5,0.773,13.7
kiribati,2009,developing,65.2,28.0,0,0.54,86.0,0,84.0,12.24,86.0,0.1,1297.285141,1568.0,0.1,0.1,0.576,11.9
lesotho,2014,developing,52.1,522.0,4,0.01,93.0,6,9.0,1.62,93.0,9.4,1174.839214,2145785.0,5.8,5.6,0.491,10.8
russian federation,2008,developing,67.5,278.0,16,12.04,98.0,18,98.0,6.22,98.0,0.3,11635.2637,14274235.0,2.3,2.5,0.769,13.9
ghana,2008,developing,63.0,275.0,41,1.78,93.0,61,92.0,4.85,93.0,2.2,1224.41554,2329864.0,7.5,7.4,0.53,9.8
greece,2002,developing,79.0,81.0,1,8.09,91.0,1,92.0,8.72,92.0,0.1,1411.31339,19222.0,0.8,0.8,0.811,14.6
uruguay,2003,developing,75.4,121.0,1,5.11,91.0,1,91.0,6.52,91.0,0.1,3622.52284,3325637.0,1.7,1.6,0.747,15.0
jamaica,2001,developing,72.7,171.0,1,3.89,36.0,1,99.0,5.34,99.0,2.2,3394.878,267711.0,2.0,1.8,0.68,10.9
mexico,2008,developing,75.6,127.0,37,5.36,97.0,43,96.0,6.6,96.0,0.1,9689.52887,11366189.0,1.7,1.6,0.735,12.3
philippines,2009,developing,68.0,219.0,59,4.42,85.0,76,86.0,4.41,87.0,0.1,1825.341521,9222879.0,1.0,9.7,0.661,11.7
cyprus,2003,developed,78.5,66.0,0,10.62,88.0,0,98.0,6.83,98.0,0.1,2293.4789,993563.0,0.9,1.0,0.815,13.0
georgia,2012,developing,74.2,13.0,1,7.71,92.0,1,93.0,8.57,92.0,0.1,4142.869175,3825.0,2.6,2.8,0.749,13.4
papua new guinea,2004,developing,59.9,314.0,11,0.58,6.0,15,59.0,8.39,62.0,1.5,637.3616215,6161517.0,1.5,1.4,0.439,7.6
morocco,2007,developing,71.4,128.0,21,0.56,95.0,25,95.0,5.48,95.0,0.1,2494.353552,31225881.0,6.4,6.3,0.581,10.0
solomon islands,2002,developing,66.5,22.0,0,1.08,75.0,0,78.0,6.9,78.0,0.1,784.9562874,435262.0,1.4,1.4,0.446,7.3
jamaica,2003,developing,73.1,166.0,1,3.48,36.0,1,99.0,4.56,96.0,2.3,3465.221998,2712511.0,1.9,1.8,0.694,11.9
philippines,2008,developing,67.5,217.0,60,4.21,88.0,78,91.0,4.5,91.0,0.1,1919.466195,9751864.0,1.0,9.7,0.655,11.5
paraguay,2003,developing,71.7,166.0,4,6.64,86.0,4,86.0,5.99,86.0,0.1,1174.779347,56795.0,2.4,2.3,0.642,12.7
cabo verde,2002,developing,77.0,148.0,0,3.82,4.0,0,92.0,5.17,91.0,0.8,1373.515636,45216.0,9.2,9.1,0.569,11.3
lesotho,2010,developing,51.1,527.0,4,2.71,93.0,6,92.0,1.87,93.0,13.4,1173.26212,24551.0,7.2,7.0,0.464,10.9
honduras,2002,developing,71.6,169.0,6,3.09,94.0,7,95.0,7.28,95.0,1.5,1132.8721,6863157.0,2.7,2.6,0.561,10.1
algeria,2000,developing,71.3,145.0,21,0.25,81.0,25,86.0,3.49,86.0,0.1,1757.17797,3118366.0,6.5,6.4,0.636,10.7
kenya,2012,developing,62.1,263.0,59,1.81,94.0,84,94.0,5.49,94.0,3.0,1155.2582,43646629.0,8.0,7.8,0.536,11.1
estonia,2005,developing,72.8,189.0,0,15.52,95.0,0,96.0,5.2,96.0,0.1,1338.31322,1354775.0,2.1,2.2,0.812,15.9
lesotho,2013,developing,52.1,518.0,4,0.01,93.0,6,9.0,11.7,93.0,9.6,1196.1335,2117361.0,6.1,5.9,0.484,11.1
bulgaria,2014,developed,74.3,138.0,1,12.03,95.0,1,88.0,8.44,88.0,0.1,7853.335191,7223938.0,1.9,1.9,0.787,14.8
paraguay,2002,developing,71.5,168.0,4,5.66,86.0,4,87.0,6.77,87.0,0.1,1148.229882,558611.0,2.4,2.3,0.632,12.2
romania,2000,developed,77.0,175.0,4,10.16,98.0,5,99.0,4.33,99.0,0.1,1668.162731,22442971.0,4.0,4.3,0.703,11.5
uruguay,2005,developing,75.7,123.0,1,6.35,96.0,1,96.0,11.15,96.0,0.1,522.951116,3325612.0,1.6,1.6,0.753,15.5
bhutan,2002,developing,62.5,282.0,1,0.29,83.0,1,89.0,7.75,86.0,0.1,885.6382245,66399.0,18.6,19.4,0.5884,8.0
ghana,2012,developing,61.6,257.0,39,0.01,92.0,56,91.0,4.79,92.0,0.9,1629.8222,2573349.0,6.7,6.6,0.563,11.2
georgia,2008,developing,73.9,128.0,1,7.17,89.0,1,9.0,8.99,92.0,0.1,3174.9491,43.0,2.6,2.8,0.735,13.1
lebanon,2012,developing,75.0,93.0,1,1.53,81.0,1,75.0,6.99,81.0,0.1,8787.94668,491644.0,4.8,4.8,0.763,13.3
bosnia and herzegovina,2002,developing,75.4,11.0,0,3.84,36.0,0,86.0,7.1,8.0,0.1,1761.537647,377587.0,3.1,3.1,0.7206,11.9
seychelles,2014,developing,73.0,17.0,0,0.01,99.0,0,99.0,3.37,99.0,0.1,1557.77892,91359.0,5.7,6.0,0.766,13.2
